Computer_Name,Model,Conversion_Status,Drive_Letter,Key_Protectors,Encryption_Method,Protection_Status,TPM_Activated,TPM_Enabled,TPM_Owned,TPM_Spec_Version,Manufacturer_Version
3INDSAGAIKWA2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
4PLDKMAKIEL1,Precision 5570,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLMUARORA1,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDFARKHAN1,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INDHSHIVSHA,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXDDIWANJI,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
4NLLPBOOM2,Latitude 7430,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
1MYLALANDREW2,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLBENELHIO,Latitude 7430,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
1USLGENSTEIN1,Latitude 7490,Encrypted,C:,Numerical PW and TPM & PIN,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
9XXDAKEDARE1,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXLVALCARCE1,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDHGUPTA2,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
9XXLEFONSECA,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
1USLJANAGAMA1,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
1USLMENDELSO2,Latitude 7490,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,Off,No,No,No,,
3INDMAHENPAT,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDGUNJAL,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
1JPLTARUI2,Latitude 7430,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
4FIDJAARNOS2,Precision 5570,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.2.2.0
9XXLNEDYALKO,Latitude 7490,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
1BRLARAUJOSA,Latitude 7320,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
2USLKENNSMIT,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INLCKHAN3,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLCVYAVAHA3,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLPATIL30,Latitude 7300,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
2USDABRAROV1,Precision 5570,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDMENEZES2,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INLPNAYAK1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLSCHMIDTS,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDSPCCAMDATAB,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INDRSAHANI,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INDTBHUTANI2,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
9XXLAUPPERLE,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
4AULAIEN4,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLMANGRULE,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
4ITLLPELLI1,Latitude 7430,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDTARSHAIK,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLHILLMANN,Latitude 7430,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
4FRLEGUERR1,Latitude 7430,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
4DELDABEL2,Latitude 7430,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
MININT-AL8J52P,Latitude 7310,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLHOHME,XPS 13 9370,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
4ITLLFERRA2,Latitude 7430,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
4HULELEHOC2,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDDMORE,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
2USLROSER4,Latitude 7320,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
4SGLBSETHI2,Latitude 7300,Encrypted,C:,Numerical PW and TPM & PIN,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
4FIDVESAMIKK,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
9XXLMARCIUS,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDRARANE1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
9XXLBHATADE2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INDFLSMZX2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXLPKUMAR9,Latitude 7430,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDVERMA1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
1MXDFLORESCR,Precision 3571,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
4DELHAUSER,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPRIMENON2,Precision 3571,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLSAHNI1,Latitude 7300,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLSAENGPO2,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
1USDJTRIBALD,Precision 5570,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
1USLANICHOLS1,Latitude 7490,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
3INDNACHARE,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLPAMISHRA,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INLIGUPTA,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLODONNELL,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLASAXENA,Latitude 7430,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLPOINDEXT,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXDPPATEL,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXLRMEER,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLJLOKARE1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
4SELDJERF1,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXD-B9BFGP2,Precision 5820 Tower,Fully Decrypted,C:,None,None,Off,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
4DELULUDWIG3,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4DELMATUUKKA5,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4ITLSDODAL2,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXLMMAAS,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXLATTIA,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
1BRLPCIONI1,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,Off,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
1BRLDKULAIF1,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
1BRLDABRITO1,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
1BRLSOUZALIN3,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
1BRLAKAWABAT2,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4PTLMABARREI5,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4NLLZHANG7,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4LVLMVALAINI2,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLKITHAKUR4,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXDABRAM,Precision 5570,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXDHARRISON,Precision 5570,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXDRMOURYA2,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
9XXDASASIDHA2,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
9XXLTOAMI,Latitude 7430,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLHYEJO,Latitude 7430,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLBMENDOZA,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXLSARDESAI,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXLRUTSEY,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXLFLORES1,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXDSANGUPTA21,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INLPAMISHRA,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXDSHSHAIKH,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXLBETTON,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
2USLJNENABER4,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3IND2J4W7Q2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXLMAMANIA,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDHIBHARDW1,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4HRLSMIKLAUZ1,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDMIDGULE,Precision 3650 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.2.2.0
9XXDASHAIKH2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
2USDCUATKINS3,Precision 5570,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXDRNAIR11,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INLLEANNFER1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
2USLCLEMENTI2,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDBHATTI1,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INDAYSINGH,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXLJMISHRA11,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
4NLLDEWINTER1,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXDASULE1,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXDMANSARI3,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPARAYAN,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXDBAVKAR,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXDACHAVAN2,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXDSGHOLAP2,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXDDONGRE1,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXDSAKMHATR,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXDANKHAN,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXDVIRAI1,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLDINNAYAK6,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXLTMAITY1,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLMAHLUWALIA,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXLVISINGH51,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4DELNGROSS1,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
MININT-FEMTB3H,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
1MXDAMADOR,Precision 3561,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
1USDJAMWEST1,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
1USLSSHEW2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INLGSUTAR2,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLNNIMKAR2,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLTHACHIL1,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLROKADE1,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
2USLFSWINGLE1,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
1ARLANASTASA,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4AUDVROSITA,Precision 5680,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4FRLDDROUR1,Latitude 7430,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
4PTLFFERRAND1,Latitude 7490,Encrypted,C:,Numerical PW and TPM & PIN,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
1USLPAMW,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLALFBENNE5,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLNAKHWA3,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXLFRYIN1,Latitude 7320,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXDVPASWAN2,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
4NLLSGRANN2,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4NLLSURINGH1,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4NLLALEJOS1,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXDSYADAV12,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDKUDKAR,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
1MXDLOANER2,Precision 5530,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
9XXDMUNOZPAZ,Precision 3571,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSABLE12,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSMAHADIK2,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDDBHOIR,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDNAMIN1,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXDDEVRUKHK,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSETHI,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDHINDURAO,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDMPARMAR3,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
4NLDETILLA,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,Off,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXDAMOSHARM1,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDKOLEKAR1,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
